CMDLINE /usr/bin/python3 main.py
MEM 81.855469 1750778699.6739
MEM 81.855469 1750778699.7746
MEM 81.855469 1750778699.8752
MEM 81.855469 1750778699.9759
MEM 81.855469 1750778700.0766
MEM 81.855469 1750778700.1772
MEM 81.855469 1750778700.2779
MEM 81.855469 1750778700.3786
MEM 81.855469 1750778700.4793
MEM 81.855469 1750778700.5799
MEM 81.855469 1750778700.6807
MEM 81.855469 1750778700.7813
MEM 81.855469 1750778700.8820
MEM 81.855469 1750778700.9827
MEM 81.855469 1750778701.0834
MEM 81.855469 1750778701.1840
MEM 81.855469 1750778701.2843
MEM 81.855469 1750778701.3850
MEM 81.855469 1750778701.4854
MEM 81.855469 1750778701.5859
MEM 81.855469 1750778701.6865
MEM 81.855469 1750778701.7871
MEM 81.855469 1750778701.8877
MEM 81.855469 1750778701.9883
MEM 81.855469 1750778702.0890
MEM 81.855469 1750778702.1897
MEM 81.855469 1750778702.2903
MEM 81.855469 1750778702.3909
MEM 81.855469 1750778702.4917
MEM 81.855469 1750778702.5923
MEM 81.855469 1750778702.6929
MEM 81.855469 1750778702.7937
MEM 81.855469 1750778702.8943
MEM 81.855469 1750778702.9950
MEM 81.855469 1750778703.0957
MEM 81.855469 1750778703.1963
MEM 81.855469 1750778703.2970
MEM 81.855469 1750778703.3977
MEM 81.855469 1750778703.4983
MEM 81.855469 1750778703.5990
MEM 81.855469 1750778703.6996
MEM 81.855469 1750778703.8002
MEM 81.855469 1750778703.9010
MEM 81.855469 1750778704.0017
MEM 81.855469 1750778704.1023
MEM 81.855469 1750778704.2030
MEM 81.855469 1750778704.3037
MEM 81.855469 1750778704.4043
MEM 81.855469 1750778704.5050
MEM 81.855469 1750778704.6057
MEM 81.855469 1750778704.7064
MEM 81.855469 1750778704.8071
MEM 81.855469 1750778704.9078
MEM 81.855469 1750778705.0086
MEM 81.855469 1750778705.1092
MEM 81.855469 1750778705.2100
MEM 81.855469 1750778705.3107
MEM 81.855469 1750778705.4113
MEM 81.855469 1750778705.5120
MEM 81.855469 1750778705.6126
MEM 81.855469 1750778705.7133
MEM 81.855469 1750778705.8140
MEM 81.855469 1750778705.9147
MEM 81.855469 1750778706.0153
MEM 81.855469 1750778706.1160
MEM 81.855469 1750778706.2167
MEM 81.855469 1750778706.3173
MEM 81.855469 1750778706.4180
MEM 81.855469 1750778706.5187
MEM 81.855469 1750778706.6194
MEM 81.855469 1750778706.7201
MEM 81.855469 1750778706.8207
MEM 81.855469 1750778706.9214
MEM 81.855469 1750778707.0220
MEM 81.855469 1750778707.1227
MEM 81.855469 1750778707.2234
MEM 81.855469 1750778707.3241
MEM 81.855469 1750778707.4247
MEM 81.855469 1750778707.5254
MEM 81.855469 1750778707.6260
MEM 81.855469 1750778707.7267
MEM 81.855469 1750778707.8274
MEM 81.855469 1750778707.9280
MEM 81.855469 1750778708.0288
MEM 81.855469 1750778708.1294
MEM 81.855469 1750778708.2301
MEM 81.855469 1750778708.3308
MEM 81.855469 1750778708.4315
MEM 81.855469 1750778708.5321
MEM 81.855469 1750778708.6328
MEM 81.855469 1750778708.7334
MEM 81.855469 1750778708.8341
MEM 81.855469 1750778708.9348
MEM 81.855469 1750778709.0355
MEM 81.855469 1750778709.1360
MEM 81.855469 1750778709.2367
MEM 81.855469 1750778709.3374
MEM 81.855469 1750778709.4378
MEM 81.855469 1750778709.5384
MEM 81.855469 1750778709.6391
MEM 81.855469 1750778709.7398
MEM 81.855469 1750778709.8405
MEM 81.855469 1750778709.9411
MEM 81.855469 1750778710.0418
MEM 81.855469 1750778710.1425
MEM 81.855469 1750778710.2432
MEM 81.855469 1750778710.3439
MEM 81.855469 1750778710.4446
MEM 81.855469 1750778710.5452
MEM 81.855469 1750778710.6459
MEM 81.855469 1750778710.7465
MEM 81.855469 1750778710.8472
MEM 81.855469 1750778710.9478
MEM 81.855469 1750778711.0485
MEM 81.855469 1750778711.1490
MEM 81.855469 1750778711.2497
MEM 81.855469 1750778711.3504
MEM 81.855469 1750778711.4510
MEM 81.855469 1750778711.5517
MEM 81.855469 1750778711.6523
MEM 81.855469 1750778711.7528
MEM 81.855469 1750778711.8533
MEM 81.855469 1750778711.9541
MEM 81.855469 1750778712.0548
MEM 81.855469 1750778712.1555
MEM 81.855469 1750778712.2563
MEM 81.855469 1750778712.3570
MEM 81.855469 1750778712.4577
MEM 81.855469 1750778712.5583
MEM 81.855469 1750778712.6590
MEM 81.855469 1750778712.7597
MEM 81.855469 1750778712.8603
MEM 81.855469 1750778712.9610
MEM 81.855469 1750778713.0617
MEM 81.855469 1750778713.1623
MEM 81.855469 1750778713.2630
MEM 81.855469 1750778713.3637
MEM 81.855469 1750778713.4643
MEM 81.855469 1750778713.5650
MEM 81.855469 1750778713.6656
MEM 81.855469 1750778713.7663
MEM 81.855469 1750778713.8670
MEM 81.855469 1750778713.9676
MEM 81.855469 1750778714.0683
MEM 81.855469 1750778714.1691
MEM 81.855469 1750778714.2698
MEM 81.855469 1750778714.3706
MEM 81.855469 1750778714.4712
MEM 81.855469 1750778714.5719
MEM 81.855469 1750778714.6726
MEM 81.855469 1750778714.7733
MEM 81.855469 1750778714.8740
MEM 81.855469 1750778714.9747
MEM 81.855469 1750778715.0754
MEM 81.855469 1750778715.1760
MEM 81.855469 1750778715.2767
MEM 81.855469 1750778715.3774
MEM 81.855469 1750778715.4781
MEM 81.855469 1750778715.5788
MEM 81.855469 1750778715.6795
MEM 81.855469 1750778715.7801
MEM 81.855469 1750778715.8808
MEM 81.855469 1750778715.9815
MEM 81.855469 1750778716.0822
MEM 81.855469 1750778716.1829
MEM 81.855469 1750778716.2835
MEM 81.855469 1750778716.3842
MEM 81.855469 1750778716.4850
MEM 81.855469 1750778716.5857
MEM 81.855469 1750778716.6863
MEM 81.855469 1750778716.7870
MEM 81.855469 1750778716.8877
MEM 81.855469 1750778716.9883
MEM 81.855469 1750778717.0890
MEM 81.855469 1750778717.1897
MEM 81.855469 1750778717.2903
MEM 81.855469 1750778717.3910
MEM 81.855469 1750778717.4918
MEM 81.855469 1750778717.5924
MEM 81.855469 1750778717.6931
MEM 81.855469 1750778717.7938
MEM 81.855469 1750778717.8945
MEM 81.855469 1750778717.9952
MEM 81.855469 1750778718.0959
MEM 81.855469 1750778718.1966
MEM 81.855469 1750778718.2972
MEM 81.855469 1750778718.3979
MEM 81.855469 1750778718.4987
MEM 81.855469 1750778718.5994
MEM 81.855469 1750778718.7000
MEM 81.855469 1750778718.8007
MEM 81.855469 1750778718.9014
MEM 81.855469 1750778719.0021
MEM 81.855469 1750778719.1028
MEM 81.855469 1750778719.2035
MEM 81.855469 1750778719.3042
MEM 81.855469 1750778719.4049
MEM 81.855469 1750778719.5056
MEM 81.855469 1750778719.6063
MEM 81.855469 1750778719.7070
MEM 81.855469 1750778719.8077
MEM 81.855469 1750778719.9083
MEM 81.855469 1750778720.0089
MEM 81.855469 1750778720.1096
MEM 81.855469 1750778720.2102
MEM 81.855469 1750778720.3109
MEM 81.855469 1750778720.4116
MEM 81.855469 1750778720.5122
MEM 81.855469 1750778720.6129
MEM 81.855469 1750778720.7136
MEM 81.855469 1750778720.8143
MEM 81.855469 1750778720.9150
MEM 81.855469 1750778721.0158
MEM 81.855469 1750778721.1165
MEM 81.855469 1750778721.2171
MEM 81.855469 1750778721.3179
MEM 81.855469 1750778721.4185
MEM 81.855469 1750778721.5191
MEM 81.855469 1750778721.6195
MEM 81.855469 1750778721.7200
MEM 81.855469 1750778721.8207
MEM 81.855469 1750778721.9214
MEM 81.855469 1750778722.0221
MEM 81.855469 1750778722.1228
MEM 81.855469 1750778722.2236
MEM 81.855469 1750778722.3242
MEM 81.855469 1750778722.4249
MEM 81.855469 1750778722.5256
MEM 81.855469 1750778722.6263
MEM 81.855469 1750778722.7270
MEM 81.855469 1750778722.8277
MEM 81.855469 1750778722.9282
MEM 81.855469 1750778723.0289
MEM 81.855469 1750778723.1296
MEM 81.855469 1750778723.2302
MEM 81.855469 1750778723.3308
MEM 81.855469 1750778723.4315
MEM 81.855469 1750778723.5320
MEM 81.855469 1750778723.6327
MEM 81.855469 1750778723.7333
MEM 81.855469 1750778723.8339
MEM 81.855469 1750778723.9345
MEM 81.855469 1750778724.0351
MEM 81.855469 1750778724.1357
MEM 81.855469 1750778724.2364
MEM 81.855469 1750778724.3370
MEM 81.855469 1750778724.4379
MEM 81.855469 1750778724.5386
MEM 81.855469 1750778724.6392
MEM 81.855469 1750778724.7400
MEM 81.855469 1750778724.8407
MEM 81.855469 1750778724.9413
MEM 81.855469 1750778725.0419
MEM 81.855469 1750778725.1426
MEM 81.855469 1750778725.2429
MEM 81.855469 1750778725.3434
MEM 81.855469 1750778725.4440
MEM 81.855469 1750778725.5447
MEM 81.855469 1750778725.6453
MEM 81.855469 1750778725.7460
MEM 81.855469 1750778725.8467
MEM 81.855469 1750778725.9473
MEM 81.855469 1750778726.0480
MEM 81.855469 1750778726.1487
MEM 81.855469 1750778726.2493
MEM 81.855469 1750778726.3499
MEM 81.855469 1750778726.4506
MEM 81.855469 1750778726.5512
MEM 81.855469 1750778726.6518
MEM 81.855469 1750778726.7525
MEM 81.855469 1750778726.8531
MEM 81.855469 1750778726.9538
MEM 81.855469 1750778727.0544
MEM 81.855469 1750778727.1550
MEM 81.855469 1750778727.2557
MEM 81.855469 1750778727.3563
MEM 81.855469 1750778727.4570
MEM 81.855469 1750778727.5577
MEM 81.855469 1750778727.6584
MEM 81.855469 1750778727.7591
MEM 81.855469 1750778727.8597
MEM 81.855469 1750778727.9604
MEM 81.855469 1750778728.0611
MEM 81.855469 1750778728.1617
MEM 81.855469 1750778728.2624
MEM 81.855469 1750778728.3630
MEM 81.855469 1750778728.4636
MEM 81.855469 1750778728.5642
MEM 81.855469 1750778728.6646
MEM 81.855469 1750778728.7652
MEM 81.855469 1750778728.8659
MEM 81.855469 1750778728.9666
MEM 81.855469 1750778729.0673
MEM 81.855469 1750778729.1680
MEM 81.855469 1750778729.2687
MEM 81.855469 1750778729.3693
MEM 81.855469 1750778729.4700
MEM 81.855469 1750778729.5707
MEM 81.855469 1750778729.6714
MEM 81.855469 1750778729.7720
MEM 81.855469 1750778729.8728
MEM 81.855469 1750778729.9734
MEM 81.855469 1750778730.0741
MEM 81.855469 1750778730.1748
MEM 81.855469 1750778730.2755
MEM 81.855469 1750778730.3762
MEM 81.855469 1750778730.4769
MEM 81.855469 1750778730.5776
MEM 81.855469 1750778730.6783
MEM 81.855469 1750778730.7790
MEM 81.855469 1750778730.8798
MEM 81.855469 1750778730.9804
MEM 81.855469 1750778731.0811
MEM 81.855469 1750778731.1818
MEM 81.855469 1750778731.2825
MEM 81.855469 1750778731.3831
MEM 81.855469 1750778731.4838
MEM 81.855469 1750778731.5845
MEM 81.855469 1750778731.6851
MEM 81.855469 1750778731.7858
MEM 81.855469 1750778731.8865
MEM 81.855469 1750778731.9871
MEM 81.855469 1750778732.0879
MEM 81.855469 1750778732.1885
MEM 81.855469 1750778732.2891
MEM 81.855469 1750778732.3898
MEM 81.855469 1750778732.4905
MEM 81.855469 1750778732.5911
MEM 81.855469 1750778732.6918
MEM 81.855469 1750778732.7925
MEM 81.855469 1750778732.8930
MEM 81.855469 1750778732.9937
MEM 81.855469 1750778733.0944
MEM 81.855469 1750778733.1950
MEM 81.855469 1750778733.2957
MEM 81.855469 1750778733.3963
MEM 81.855469 1750778733.4967
MEM 81.855469 1750778733.5974
MEM 81.855469 1750778733.6981
MEM 81.855469 1750778733.7988
MEM 81.855469 1750778733.8994
MEM 81.855469 1750778734.0001
MEM 81.855469 1750778734.1008
MEM 81.855469 1750778734.2016
MEM 81.855469 1750778734.3022
MEM 81.855469 1750778734.4029
MEM 81.855469 1750778734.5037
MEM 81.855469 1750778734.6043
MEM 81.855469 1750778734.7051
MEM 81.855469 1750778734.8058
MEM 81.855469 1750778734.9065
MEM 81.855469 1750778735.0071
MEM 81.855469 1750778735.1079
MEM 81.855469 1750778735.2086
MEM 81.855469 1750778735.3092
MEM 81.855469 1750778735.4098
MEM 81.855469 1750778735.5105
MEM 81.855469 1750778735.6109
MEM 81.855469 1750778735.7114
MEM 81.855469 1750778735.8121
MEM 81.855469 1750778735.9127
MEM 81.855469 1750778736.0134
MEM 81.855469 1750778736.1141
MEM 81.855469 1750778736.2148
MEM 81.855469 1750778736.3154
MEM 81.855469 1750778736.4161
MEM 81.855469 1750778736.5168
MEM 81.855469 1750778736.6174
MEM 81.855469 1750778736.7181
MEM 81.855469 1750778736.8188
MEM 81.855469 1750778736.9195
MEM 81.855469 1750778737.0201
MEM 81.855469 1750778737.1208
MEM 81.855469 1750778737.2215
MEM 81.855469 1750778737.3220
MEM 81.855469 1750778737.4227
MEM 81.855469 1750778737.5233
MEM 81.855469 1750778737.6240
MEM 81.855469 1750778737.7247
MEM 81.855469 1750778737.8253
MEM 81.855469 1750778737.9260
MEM 81.855469 1750778738.0267
MEM 81.855469 1750778738.1274
MEM 81.855469 1750778738.2281
MEM 81.855469 1750778738.3288
MEM 81.855469 1750778738.4295
MEM 81.855469 1750778738.5302
MEM 81.855469 1750778738.6309
MEM 81.855469 1750778738.7316
MEM 81.855469 1750778738.8323
MEM 81.855469 1750778738.9331
MEM 81.855469 1750778739.0338
MEM 81.855469 1750778739.1344
MEM 81.855469 1750778739.2351
MEM 81.855469 1750778739.3359
MEM 81.855469 1750778739.4366
MEM 81.855469 1750778739.5372
MEM 81.855469 1750778739.6379
MEM 81.855469 1750778739.7386
MEM 81.855469 1750778739.8394
MEM 81.855469 1750778739.9401
MEM 81.855469 1750778740.0407
MEM 81.855469 1750778740.1414
MEM 81.855469 1750778740.2421
MEM 81.855469 1750778740.3428
MEM 81.855469 1750778740.4435
MEM 81.855469 1750778740.5441
MEM 81.855469 1750778740.6448
MEM 81.855469 1750778740.7455
MEM 81.855469 1750778740.8461
MEM 81.855469 1750778740.9467
MEM 81.855469 1750778741.0474
MEM 81.855469 1750778741.1480
MEM 81.855469 1750778741.2487
MEM 81.855469 1750778741.3494
MEM 81.855469 1750778741.4501
MEM 81.855469 1750778741.5508
MEM 81.855469 1750778741.6514
MEM 81.855469 1750778741.7521
MEM 81.855469 1750778741.8528
MEM 81.855469 1750778741.9535
MEM 81.855469 1750778742.0541
MEM 81.855469 1750778742.1548
MEM 81.855469 1750778742.2555
MEM 81.855469 1750778742.3562
MEM 81.855469 1750778742.4569
MEM 81.855469 1750778742.5576
MEM 81.855469 1750778742.6583
MEM 81.855469 1750778742.7589
MEM 81.855469 1750778742.8597
MEM 81.855469 1750778742.9603
MEM 81.855469 1750778743.0610
MEM 81.855469 1750778743.1617
MEM 81.855469 1750778743.2624
MEM 81.855469 1750778743.3631
MEM 81.855469 1750778743.4637
MEM 81.855469 1750778743.5644
MEM 81.855469 1750778743.6651
MEM 81.855469 1750778743.7658
MEM 81.855469 1750778743.8665
MEM 81.855469 1750778743.9672
MEM 81.855469 1750778744.0679
MEM 81.855469 1750778744.1686
MEM 81.855469 1750778744.2692
MEM 81.855469 1750778744.3699
MEM 81.855469 1750778744.4706
MEM 81.855469 1750778744.5712
MEM 81.855469 1750778744.6719
MEM 81.855469 1750778744.7726
MEM 81.855469 1750778744.8733
MEM 81.855469 1750778744.9741
MEM 81.855469 1750778745.0748
MEM 81.855469 1750778745.1756
MEM 81.855469 1750778745.2762
MEM 81.855469 1750778745.3769
MEM 81.855469 1750778745.4775
MEM 81.855469 1750778745.5782
MEM 81.855469 1750778745.6789
MEM 81.855469 1750778745.7796
MEM 81.855469 1750778745.8802
MEM 81.855469 1750778745.9810
MEM 81.855469 1750778746.0817
MEM 81.855469 1750778746.1824
MEM 81.855469 1750778746.2830
MEM 81.855469 1750778746.3838
MEM 81.855469 1750778746.4844
MEM 81.855469 1750778746.5851
MEM 81.855469 1750778746.6858
MEM 81.855469 1750778746.7865
MEM 81.855469 1750778746.8871
MEM 81.855469 1750778746.9878
MEM 81.855469 1750778747.0885
MEM 81.855469 1750778747.1891
MEM 81.855469 1750778747.2898
MEM 81.855469 1750778747.3905
MEM 81.855469 1750778747.4911
MEM 81.855469 1750778747.5918
MEM 81.855469 1750778747.6924
MEM 81.855469 1750778747.7931
MEM 81.855469 1750778747.8938
MEM 81.855469 1750778747.9944
MEM 81.855469 1750778748.0951
MEM 81.855469 1750778748.1957
MEM 81.855469 1750778748.2963
MEM 81.855469 1750778748.3969
MEM 81.855469 1750778748.4975
MEM 81.855469 1750778748.5980
MEM 81.855469 1750778748.6986
MEM 81.855469 1750778748.7992
MEM 81.855469 1750778748.8999
MEM 81.855469 1750778749.0006
MEM 81.855469 1750778749.1012
MEM 81.855469 1750778749.2019
MEM 81.855469 1750778749.3026
MEM 81.855469 1750778749.4061
MEM 81.855469 1750778749.5070
MEM 81.855469 1750778749.6074
MEM 81.855469 1750778749.7077
MEM 81.855469 1750778749.8081
MEM 81.855469 1750778749.9084
MEM 81.855469 1750778750.0089
MEM 81.855469 1750778750.1092
MEM 81.855469 1750778750.2095
MEM 81.855469 1750778750.3097
MEM 81.855469 1750778750.4104
MEM 81.855469 1750778750.5111
MEM 81.855469 1750778750.6117
MEM 81.855469 1750778750.7124
MEM 81.855469 1750778750.8131
MEM 81.855469 1750778750.9137
MEM 81.855469 1750778751.0145
MEM 81.855469 1750778751.1151
MEM 81.855469 1750778751.2159
MEM 81.855469 1750778751.3166
MEM 81.855469 1750778751.4173
MEM 81.855469 1750778751.5180
MEM 81.855469 1750778751.6186
MEM 81.855469 1750778751.7193
MEM 81.855469 1750778751.8200
MEM 81.855469 1750778751.9207
MEM 81.855469 1750778752.0214
MEM 81.855469 1750778752.1221
MEM 81.855469 1750778752.2228
MEM 81.855469 1750778752.3234
MEM 81.855469 1750778752.4240
MEM 81.855469 1750778752.5247
MEM 81.855469 1750778752.6254
MEM 81.855469 1750778752.7260
MEM 81.855469 1750778752.8267
MEM 81.855469 1750778752.9273
MEM 81.855469 1750778753.0280
MEM 81.855469 1750778753.1287
MEM 81.855469 1750778753.2294
MEM 81.855469 1750778753.3301
MEM 81.855469 1750778753.4308
MEM 81.855469 1750778753.5314
MEM 81.855469 1750778753.6321
MEM 81.855469 1750778753.7329
MEM 81.855469 1750778753.8336
MEM 81.855469 1750778753.9343
MEM 81.855469 1750778754.0349
MEM 81.855469 1750778754.1357
MEM 81.855469 1750778754.2364
MEM 81.855469 1750778754.3370
MEM 81.855469 1750778754.4378
MEM 81.855469 1750778754.5385
MEM 81.855469 1750778754.6392
MEM 81.855469 1750778754.7400
MEM 81.855469 1750778754.8407
MEM 81.855469 1750778754.9414
MEM 81.855469 1750778755.0421
MEM 81.855469 1750778755.1429
MEM 81.855469 1750778755.2437
MEM 81.855469 1750778755.3444
MEM 81.855469 1750778755.4451
MEM 81.855469 1750778755.5458
MEM 81.855469 1750778755.6465
MEM 81.855469 1750778755.7471
MEM 81.855469 1750778755.8478
MEM 81.855469 1750778755.9484
MEM 81.855469 1750778756.0491
MEM 81.855469 1750778756.1498
MEM 81.855469 1750778756.2502
MEM 81.855469 1750778756.3508
MEM 81.855469 1750778756.4512
MEM 81.855469 1750778756.5519
MEM 81.855469 1750778756.6526
MEM 81.855469 1750778756.7533
MEM 81.855469 1750778756.8540
MEM 81.855469 1750778756.9546
MEM 81.855469 1750778757.0553
MEM 81.855469 1750778757.1561
MEM 81.855469 1750778757.2569
MEM 81.855469 1750778757.3576
MEM 81.855469 1750778757.4583
MEM 81.855469 1750778757.5590
MEM 81.855469 1750778757.6597
MEM 81.855469 1750778757.7605
MEM 81.855469 1750778757.8610
MEM 81.855469 1750778757.9618
MEM 81.855469 1750778758.0625
MEM 81.855469 1750778758.1632
MEM 81.855469 1750778758.2639
MEM 81.855469 1750778758.3646
MEM 81.855469 1750778758.4653
MEM 81.855469 1750778758.5660
MEM 81.855469 1750778758.6668
MEM 81.855469 1750778758.7674
MEM 81.855469 1750778758.8681
MEM 81.855469 1750778758.9688
MEM 81.855469 1750778759.0695
MEM 81.855469 1750778759.1703
MEM 81.855469 1750778759.2709
MEM 81.855469 1750778759.3716
MEM 81.855469 1750778759.4723
MEM 81.855469 1750778759.5730
MEM 81.855469 1750778759.6737
MEM 81.855469 1750778759.7744
MEM 81.855469 1750778759.8751
MEM 81.855469 1750778759.9759
MEM 81.855469 1750778760.0766
MEM 81.855469 1750778760.1773
MEM 81.855469 1750778760.2780
MEM 81.855469 1750778760.3788
MEM 81.855469 1750778760.4796
MEM 81.855469 1750778760.5802
MEM 81.855469 1750778760.6809
MEM 81.855469 1750778760.7817
MEM 81.855469 1750778760.8823
MEM 81.855469 1750778760.9830
MEM 81.855469 1750778761.0837
MEM 81.855469 1750778761.1844
MEM 81.855469 1750778761.2851
MEM 81.855469 1750778761.3858
MEM 81.855469 1750778761.4865
MEM 81.855469 1750778761.5872
MEM 81.855469 1750778761.6878
MEM 81.855469 1750778761.7886
MEM 81.855469 1750778761.8892
MEM 81.855469 1750778761.9899
MEM 81.855469 1750778762.0906
MEM 81.855469 1750778762.1913
MEM 81.855469 1750778762.2919
MEM 81.855469 1750778762.3925
MEM 81.855469 1750778762.4932
MEM 81.855469 1750778762.5940
MEM 81.855469 1750778762.6947
MEM 81.855469 1750778762.7952
MEM 81.855469 1750778762.8958
MEM 81.855469 1750778762.9965
MEM 81.855469 1750778763.0972
MEM 81.855469 1750778763.1980
MEM 81.855469 1750778763.2987
MEM 81.855469 1750778763.3994
MEM 81.855469 1750778763.5001
MEM 81.855469 1750778763.6007
MEM 81.855469 1750778763.7013
MEM 81.855469 1750778763.8019
MEM 81.855469 1750778763.9027
MEM 81.855469 1750778764.0034
MEM 81.855469 1750778764.1040
MEM 81.855469 1750778764.2046
MEM 81.855469 1750778764.3052
MEM 81.855469 1750778764.4056
MEM 81.855469 1750778764.5060
MEM 81.855469 1750778764.6067
MEM 81.855469 1750778764.7074
MEM 81.855469 1750778764.8081
MEM 81.855469 1750778764.9087
MEM 81.855469 1750778765.0095
MEM 81.855469 1750778765.1097
MEM 81.855469 1750778765.2104
MEM 81.855469 1750778765.3110
MEM 81.855469 1750778765.4118
MEM 81.855469 1750778765.5126
MEM 81.855469 1750778765.6133
MEM 81.855469 1750778765.7140
MEM 81.855469 1750778765.8147
MEM 81.855469 1750778765.9154
MEM 81.855469 1750778766.0160
MEM 81.855469 1750778766.1168
MEM 81.855469 1750778766.2175
MEM 81.855469 1750778766.3181
MEM 81.855469 1750778766.4188
MEM 81.855469 1750778766.5195
MEM 81.855469 1750778766.6202
MEM 81.855469 1750778766.7209
MEM 81.855469 1750778766.8215
MEM 81.855469 1750778766.9222
MEM 81.855469 1750778767.0230
MEM 81.855469 1750778767.1237
MEM 81.855469 1750778767.2243
MEM 81.855469 1750778767.3250
MEM 81.855469 1750778767.4256
MEM 81.855469 1750778767.5263
MEM 81.855469 1750778767.6268
MEM 81.855469 1750778767.7271
MEM 81.855469 1750778767.8275
MEM 81.855469 1750778767.9281
MEM 81.855469 1750778768.0287
MEM 81.855469 1750778768.1292
MEM 81.855469 1750778768.2296
MEM 81.855469 1750778768.3301
MEM 81.855469 1750778768.4308
MEM 81.855469 1750778768.5315
MEM 81.855469 1750778768.6321
MEM 81.855469 1750778768.7327
MEM 81.855469 1750778768.8334
MEM 81.855469 1750778768.9341
MEM 81.855469 1750778769.0347
MEM 81.855469 1750778769.1353
MEM 81.855469 1750778769.2360
MEM 81.855469 1750778769.3367
MEM 81.855469 1750778769.4373
MEM 81.855469 1750778769.5380
MEM 81.855469 1750778769.6387
MEM 81.855469 1750778769.7393
MEM 81.855469 1750778769.8400
MEM 81.855469 1750778769.9406
MEM 81.855469 1750778770.0413
MEM 81.855469 1750778770.1419
MEM 81.855469 1750778770.2426
MEM 81.855469 1750778770.3432
MEM 81.855469 1750778770.4439
MEM 81.855469 1750778770.5447
MEM 81.855469 1750778770.6451
MEM 81.855469 1750778770.7454
MEM 81.855469 1750778770.8457
MEM 81.855469 1750778770.9460
MEM 81.855469 1750778771.0464
MEM 81.855469 1750778771.1470
MEM 81.855469 1750778771.2478
MEM 81.855469 1750778771.3486
MEM 81.855469 1750778771.4501
MEM 81.855469 1750778771.5504
MEM 81.855469 1750778771.6507
MEM 81.855469 1750778771.7513
MEM 81.855469 1750778771.8520
MEM 81.855469 1750778771.9527
MEM 81.855469 1750778772.0533
MEM 81.855469 1750778772.1536
MEM 81.855469 1750778772.2539
MEM 81.855469 1750778772.3558
MEM 81.855469 1750778772.4561
MEM 81.855469 1750778772.5564
MEM 81.855469 1750778772.6568
MEM 81.855469 1750778772.7574
MEM 81.855469 1750778772.8580
MEM 81.855469 1750778772.9587
MEM 81.855469 1750778773.0591
MEM 81.855469 1750778773.1596
MEM 81.855469 1750778773.2603
MEM 81.855469 1750778773.3609
MEM 81.855469 1750778773.4615
MEM 81.855469 1750778773.5621
MEM 81.855469 1750778773.6628
MEM 81.855469 1750778773.7634
MEM 81.855469 1750778773.8640
MEM 81.855469 1750778773.9646
MEM 81.855469 1750778774.0651
MEM 81.855469 1750778774.1658
MEM 81.855469 1750778774.2664
MEM 81.855469 1750778774.3671
MEM 81.855469 1750778774.4678
MEM 81.855469 1750778774.5684
MEM 81.855469 1750778774.6690
MEM 81.855469 1750778774.7698
MEM 81.855469 1750778774.8704
MEM 81.855469 1750778774.9711
MEM 81.855469 1750778775.0717
MEM 81.855469 1750778775.1723
MEM 81.855469 1750778775.2730
MEM 81.855469 1750778775.3736
MEM 81.855469 1750778775.4742
MEM 81.855469 1750778775.5749
MEM 81.855469 1750778775.6755
MEM 81.855469 1750778775.7762
MEM 81.855469 1750778775.8769
MEM 81.855469 1750778775.9776
MEM 81.855469 1750778776.0782
MEM 81.855469 1750778776.1789
MEM 81.855469 1750778776.2796
MEM 81.855469 1750778776.3802
MEM 81.855469 1750778776.4808
MEM 81.855469 1750778776.5814
MEM 81.855469 1750778776.6820
MEM 81.855469 1750778776.7824
MEM 81.855469 1750778776.8827
MEM 81.855469 1750778776.9835
MEM 81.855469 1750778777.0841
MEM 81.855469 1750778777.1848
MEM 81.855469 1750778777.2851
MEM 81.855469 1750778777.3855
MEM 81.855469 1750778777.4862
MEM 81.855469 1750778777.5902
MEM 81.855469 1750778777.6907
MEM 81.855469 1750778777.7910
MEM 81.855469 1750778777.8913
MEM 81.855469 1750778777.9916
MEM 81.855469 1750778778.0920
MEM 81.855469 1750778778.1928
MEM 81.855469 1750778778.2936
MEM 81.855469 1750778778.3941
MEM 81.855469 1750778778.4944
MEM 81.855469 1750778778.5947
MEM 81.855469 1750778778.6954
MEM 81.855469 1750778778.7962
MEM 81.855469 1750778778.8968
MEM 81.855469 1750778778.9976
MEM 81.855469 1750778779.0983
MEM 81.855469 1750778779.1990
MEM 81.855469 1750778779.2997
MEM 81.855469 1750778779.4004
MEM 81.855469 1750778779.5011
MEM 81.855469 1750778779.6019
MEM 81.855469 1750778779.7026
MEM 81.855469 1750778779.8033
MEM 81.855469 1750778779.9040
MEM 81.855469 1750778780.0047
MEM 81.855469 1750778780.1054
MEM 81.855469 1750778780.2061
MEM 81.855469 1750778780.3068
MEM 81.855469 1750778780.4075
MEM 81.855469 1750778780.5081
MEM 81.855469 1750778780.6088
MEM 81.855469 1750778780.7095
MEM 81.855469 1750778780.8102
MEM 81.855469 1750778780.9109
MEM 81.855469 1750778781.0115
MEM 81.855469 1750778781.1121
MEM 81.855469 1750778781.2125
MEM 81.855469 1750778781.3132
MEM 81.855469 1750778781.4139
MEM 81.855469 1750778781.5146
MEM 81.855469 1750778781.6153
MEM 81.855469 1750778781.7160
MEM 81.855469 1750778781.8167
MEM 81.855469 1750778781.9173
MEM 81.855469 1750778782.0180
MEM 81.855469 1750778782.1187
MEM 81.855469 1750778782.2193
MEM 81.855469 1750778782.3200
